caseid,year,id,age,sex,race,hispanic,racehisp,uscitzn,educ,degree,vetyears,wordsum,cohort,birthmo,zodiac,wrkstat,wrkslf,wrkgovt,marital,sibs,childs,res16,reg16,mobile16,born,region,xnorcsiz,srcbelt,size,vote12,pres12,if12who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,uswar,uswary,relig,denom,other,fund,attend,reliten,pray,prayer,bible,affrmact,wrkwayup,closeblk,closewht,happy,hapmar,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,class,rank,satfin,finalter,finrela,unemp,union,getahead,parsol,kidssol,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,rushed,bored,helppoor,helpnot,helpsick,helpblk,compuse,webmob,emailmin,emailhr,usewww,wwwhr,wwwmin,genegen,letin1,sexornt,inthisp,intrace1,intrace2,intrace3,spanself,spanint,ballot,version,issp,sampcode,sample,samplerc,rsampcode,phase,vpsu,vstrat,wtss,wtssnr,wtssall,formwt,oversamp,lngthinv,intage,easyget,intethn,mode,intsex,feelevel,intyrs,artexbt,bigbang2,brlawfl,brnotax,cctv,clssmtes,discwk5,emonitor,evolved2,facebook,famorjob,flexhrs1,flickr,found,gendereq,givinffor,givinfusa,googlesn,govtinfo,gvinflu1,gvinflu2,harass5,hlthstrt,hope1,hope2,hope3,hope4,hope5,hope6,huadd,huaddwhy,hunt1,income16,incuspop,intmbile,intrecnt,intstart,intuse,intwkdyh,intwkdym,intwkenh,intwkenm,kidsinhh,leasthrs,linkedin,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,lowpay,pinterst,polgbeco,prvdhlth,prvdold,prvdschl,racethas,racethbl,racethhi,racethna,racethot,racethwh,rcontact,respond,rgroomed,rhlthend,rincom16,rlooks,rweight,sei10,sei10educ,sei10inc,sethrs,snapchat,snsmyear,tumblr,twitter,union1,unionsbd,usualhrs,vine,whatsapp,hotcore,boyorgrl,electron,bigbang,condrift,evolved,earthsun,radioact,viruses,lasers,spend18,partyid,hotcore_r,boyorgrl_r,electron_r,bigbang_r,condrift_r,evolved_r,earthsun_r,radioact_r,viruses_r,science_quiz,lasers_r,lotr2_rev,lotr4_rev,lotr5_rev,lot_scale,future_scale,abany_r,abdefect_r,abpoor_r,abhlth_r,abnomore_r,abrape_r,absingle_r,abortion,social_disconnect,authoritarianism,spkath_r,spkcom_r,spkhomo_r,spkmil_r,spkmslm_r,spkrac_r,tolerance,assisted,social_media,fechld_rev,femrole,obamavote,race2,unionhh,envir_spend,age5,female,fair_r,trust_r,social_trust
59966,2016,367,59,1,1,1,1,,9,0,0,3,1957,,6,8,1,2,1,2,1,5,5,1,1,5,5,5,4,2,,3,3,2,1,1,2,1,1,1,1,1,,3,1,2,2,1,2,2,1,,1,2,5,1,1,4,2,1,5,2,2,4,2,1,4,2,2,5,1,1,1,2,,,1,1,18,,1,0,2,2,2,,1,1,3,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,7,7,5,5,1,5,3,3,2,,,3,,,1,1,1,1,1,1,1,1,2,2,2,2,4,2,3,1,,3,1,2,2,2,2,3,3,3,3,3,4,5,2,6,1,2,1,4,3,4,2,2,2,1,,,,,,,2,2,,,,,,2,5,,1,,,,,,1,1,1,604,10,9,604,1,1,3216,1.435490267,1.385418027,1.435490267,1,1,124,37,,5,1,1,50,2,,,3,2,3,,,3,,,,,," ",2,3,3,,,3,7,,,,,,,,,1,,4,22,2,,,,,,,,,2,,,,,,,,,,,1,1,1,1,,,,,,,,1,2,,,2,3,24,21.6,22.4,,,,,,,,,,,1,1,8,1,1,1,8,2,1,8,,1,1,1,0,1,1,1,0,1,0,6,0,,,,,,1,1,1,1,1,1,1,7,16,,0,1,1,0,0,1,3,1,,1,5,0,0,,4,4,0,,,
59967,2016,368,49,1,1,1,1,,15,1,0,6,1967,,9,4,2,2,1,2,0,5,5,2,1,5,5,5,4,1,1,,2,3,1,1,,,1,1,,3,3,1,2,1,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,2,,2,1,2,,4,,,3,0,4,4,1,3,4,4,,,2,1,,,2,1,2,3,2,3,2,1,2,3,2,3,2,2,3,2,4,5,1,3,2,3,7,6,4,1,7,3,2,1,1,4,,4,6,2,,,,,,,,2,1,1,2,4,3,,,2,1,1,1,2,2,2,,,,,,,2,1,6,1,1,1,1,3,4,2,2,1,,,,1,1,1,3,1,,0,2,,20,0,,3,3,1,1,,,,,2,2,1,604,10,9,604,2,1,3216,1.564363363,1.509795819,1.564363363,1,1,115,57,,1,1,2,75,3,,,3,2,2,2,,4,,1,,,2," ",1,2,3,1,6,3,1,,,6,5,7,4,6,5,1,,,14,2,1,1,1994,1,1,0,1,0,2,,1,4,2,5,3,4,4,,2,2,1,1,1,,,,,,,,1,3,,10,3,1,32.6,47.4,22.2,,2,2006,2,1,4,,,2,2,1,2,1,,1,1,1,2,1,8,,2,1,0,1,,1,1,1,1,0,,0,4,3,2,16,27,,,,,,,,,13,1,,,,,,,,2,4,4,8,,0,0,4,3,0,1,1,1
59968,2016,369,53,2,1,1,1,,13,1,0,7,1963,,5,1,1,2,1,3,2,1,5,2,1,5,5,5,4,1,2,,6,,,,,,,,,,,,2,1,2,2,2,2,1,,1,1,5,2,1,5,2,1,4,2,1,5,2,1,4,2,2,5,2,2,2,2,,,2,1,28,,3,0,2,2,1,2,4,1,5,9,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,3,5,3,5,3,5,1,3,3,,,1,,,2,1,2,1,2,2,2,2,2,1,1,2,4,1,1,4,,2,1,1,2,2,2,1,1,1,1,1,2,3,0,3,1,1,2,4,2,1,2,1,2,1,,,,,,,1,,0,5,,80,0,5,5,,1,1,,,,,1,1,1,604,10,9,604,1,1,3216,.9569935115,.9236120178,.9569935115,1,1,102,57,,1,2,2,75,3,,,2,3,3,,,3,1,,,,," ",4,,,,10,3,2,,1,,,,,,,1,,2,,1,,,,,,,,,2,,,,,,,,,,,2,3,5,3,,,,,,,,1,,,,,,67.7,76.9,76.8,,,,,,,,,,,1,1,8,,2,,1,8,2,8,,6,1,1,0,,0,,1,0,1,,0,,,,,,0,1,0,1,0,0,0,2,8,,1,1,1,1,0,1,5,2,,1,1,,0,,,4,1,,,
59969,2016,370,47,1,1,1,1,,13,1,3,,1969,,11,1,1,2,1,1,2,4,5,3,1,5,5,5,4,1,2,,5,1,2,2,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,6,2,1,5,2,1,5,2,1,4,2,1,5,2,1,5,2,1,5,2,1,2,2,1,,,4,,,3,0,4,6,,3,,,5,8,1,1,2,2,1,2,1,2,1,2,1,3,2,3,1,2,1,1,2,1,4,5,3,1,2,,,,,2,6,1,3,2,2,4,1,3,2,,1,1,1,1,1,1,1,,,,,,,1,4,2,,,,,,,1,1,1,1,1,1,,,3,1,1,1,,,,,,,,2,3,4,4,4,4,,,,,,,,,,3,1,,,,,,3,3,1,604,10,9,604,1,1,3216,1.435490267,1.385418027,1.435490267,1,1,71,37,,5,1,1,,2,2,,,,,2,2,,,1,1,3,2," ",,,,2,,,,2,,7,7,8,7,7,7,1,,1,15,2,1,1,2005,1,1,0,1,0,2,50,1,4,2,4,2,2,4,,1,,,,,0,0,0,0,0,10,3,1,2,,9,4,3,68,69.9,82.6,5,1,2009,2,2,4,3,50,2,2,,,,,,,,,,,31,5,,,,,,,,,,,,4,4,4,18,37,1,1,1,1,1,1,1,7,,3,1,1,1,1,1,1,6,,4,,,,0,0,2,3,0,3,3,3
59970,2016,371,41,2,3,1,4,1,20,4,0,,1975,,8,1,2,2,1,3,3,4,0,3,2,5,5,5,4,1,1,,4,2,2,3,,,2,2,,,,2,,2,,2,2,2,2,4,1,1,4,2,2,5,2,1,5,2,1,4,2,1,4,2,1,,1,1,1,,2,,,9,,,,2,,2,,2,,,5,5,1,1,1,1,1,2,1,,2,2,1,,,2,1,2,,1,,,4,5,2,1,3,,,,,4,5,2,3,4,2,4,3,1,1,,1,1,1,2,1,1,1,,,,,,,1,1,2,,,,,,,1,1,1,2,2,4,,,3,1,1,1,,,,,,,,1,2,3,3,1,,,,,,,,,,,3,1,,,,,,3,3,1,604,10,9,604,1,1,3216,.9569935115,.9236120178,.9569935115,1,1,95,37,,5,1,1,,2,2,,,,,2,2,,,1,1,2,2," ",,,,2,,,,2,,7,7,7,6,6,7,2,9,4,26,,1,1,2001,1,1,30,0,0,,36,2,2,2,2,2,2,4,,2,,,,,10,0,0,0,0,0,2,,4,,26,4,3,92.8,99.7,94.4,2,2,2008,2,2,4,,40,2,1,,,,,,,,,,,,3,,,,,,,,,,,,4,4,4,14,34,1,1,0,1,1,1,1,6,,2,1,1,1,1,1,0,5,,2,,,,,0,2,3,1,3,3,3
59971,2016,372,47,2,1,1,1,1,18,4,0,9,1969,,2,7,2,2,1,1,1,4,5,1,2,5,5,4,14,,,,6,,,,,,,,,,,,2,,2,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,2,,3,2,1,,2,,,2,2,1,2,2,2,,3,,,1,1,,,1,2,2,2,1,1,2,3,3,3,2,3,1,1,2,1,4,5,1,3,2,4,6,5,7,3,1,2,3,4,2,4,,3,3,2,,,,,,,,2,2,1,3,3,1,,,1,3,1,1,1,1,1,,,,,,,5,1,3,1,1,2,2,3,3,2,2,1,1,,,4,4,4,3,1,,0,1,,1,0,,4,3,1,1,,,,,2,2,1,604,10,9,604,2,1,3216,1.564363363,1.509795819,1.564363363,1,1,99,57,,1,1,2,75,3,1,,,,,2,2,,,2,3,2,2," ",,,,2,,,,2,1,,,,,,,1,,,26,2,1,1,,1,,,,,1,,2,,,,,,,2,2,,,,,,,,,,,,2,4,1,,4,3,88.7,99.8,81.1,,2,,2,2,4,4,,2,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,2,0,3,6,,0,0,,3,1,3,1,2
59972,2016,373,64,1,1,1,1,,12,1,0,,1952,,3,2,2,2,1,2,0,3,5,1,1,5,5,4,14,2,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,,,2,5,1,,4,2,,5,2,1,4,2,2,5,1,2,2,2,2,,,1,60,58,1,8,1,1,,1,,,9,9,1,1,3,1,2,1,2,2,2,2,2,3,2,3,1,1,1,2,3,3,1,5,3,4,2,,,,,3,5,2,3,1,1,4,1,1,6,,2,2,2,2,2,2,2,,,,,,,1,1,1,,,,,,,2,2,2,2,,4,,,6,2,3,2,,,,,,,,1,,1,,1,4,,,,,,,,,,3,1,2,,,,,3,3,1,604,10,9,604,1,1,3216,.9569935115,.9236120178,.9569935115,1,1,162,23,,2,1,2,,0,2,,,,,,2,,,,4,1,," ",,,,,,,,2,2,7,8,7,7,7,7,1,,4,,2,,,,2,,,,,2,12,,3,2,4,2,3,4,,,,,,,0,0,0,0,0,10,2,1,2,3,,2,3,31.6,36,28.2,2,,,,,4,3,16,,,,,,,,,,,,,,3,,,,,,,,,,,,4,4,3,16,37,0,0,0,0,0,0,0,0,,5,,,1,,0,0,,,,,,,0,0,,5,0,1,1,1
59973,2016,374,80,2,3,1,4,1,18,4,0,6,1936,,10,5,2,2,1,5,2,3,0,3,2,5,5,4,14,1,1,,2,,,,,,,,,,,,1,,2,2,,2,1,,1,2,5,2,2,5,2,1,5,2,1,5,2,1,4,2,2,5,1,2,1,,,,2,7,,,,3,2,2,1,4,4,,5,7,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,4,7,4,7,3,3,2,3,3,,,1,,,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,4,,3,1,1,2,2,2,2,2,2,2,,4,1,2,3,1,2,2,3,1,3,1,2,1,2,,,,,,,2,2,,,,,,,3,,1,1,,,,,1,1,1,604,10,9,604,2,1,3216,1.564363363,1.509795819,1.564363363,1,1,158,57,,1,1,2,75,3,,1,3,2,3,,,3,1,,,,," ",1,3,3,,10,1,100,,2,,,,,,,1,,4,21,1,,,,,,,,,1,,,,,,,,,,,2,5,,1,,,,,,,,1,4,2,,3,3,84.5,99.1,72.2,,,,,,,,,,,8,8,8,,1,,1,2,1,1,,0,0,0,0,,1,,1,1,0,,0,,,,,,0,1,0,1,0,1,0,3,12,,0,1,1,1,0,0,3,2,,2,3,,,,,5,1,,,
59974,2016,375,61,2,1,1,1,1,14,1,0,7,1955,,,7,2,2,1,3,4,5,0,3,2,5,5,4,14,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,1,4,1,,,2,2,,,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,,,,,,1,4,4,7,3,5,2,2,3,2,4,,3,4,2,,,,,,,,8,3,,1,2,1,,,1,2,2,,2,2,2,,,,,,,5,2,6,2,1,2,2,3,3,2,2,2,2,,,5,5,5,5,2,2,,,,,,,3,3,1,1,,,,,2,2,1,604,10,9,604,2,1,3216,3.128726726,3.019591638,3.128726726,1,1,90,57,,1,1,2,75,3,2,,,,,,2,,,,2,2,," ",,,,,,,,2,2,,,,,,,1,,,,1,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,3,2,,3,3,37.6,58.9,24.3,,,,,,4,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,3,6,,0,0,,5,1,2,1,2
59975,2016,376,34,2,1,1,1,,16,4,0,7,1982,,6,1,2,2,1,3,0,4,5,3,1,5,1,2,621,1,2,,4,1,1,1,,,2,1,1,2,,1,2,1,1,1,,1,2,4,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,1,50,,3,5,1,1,2,2,4,2,,,2,1,,,3,2,2,2,2,2,1,2,2,3,2,3,3,1,3,1,4,5,2,3,1,1,3,4,3,2,5,2,3,2,2,4,,2,6,2,,,,,,,,2,1,1,1,4,3,,,2,1,1,1,2,2,2,,,,,,,4,2,6,1,2,1,1,3,3,2,2,2,2,,,1,1,1,5,1,,0,10,,1,0,,5,3,1,1,,,,,2,2,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,125,23,,2,1,2,,0,,,3,2,4,2,,1,,1,,,2," ",1,3,3,1,1,3,10,,,7,7,6,7,6,8,1,,,20,2,1,1,1998,1,2,0,4,0,2,,1,5,5,3,3,2,4,,1,2,1,1,1,,,,,,,,1,4,,15,4,4,85.5,94.4,91.7,,1,2006,2,2,4,,,2,2,1,1,1,,1,1,1,2,2,8,,5,1,1,1,,1,1,1,1,1,,0,1,3,4,14,35,,,,,,,,,5,2,,,,,,,,2,5,4,7,,0,0,3,2,1,3,1,2
59976,2016,377,31,1,2,1,2,,12,1,0,3,1985,,4,1,2,1,5,2,4,5,5,1,1,5,1,2,621,1,1,,4,,,,,,,,,,,,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,2,,2,2,2,,4,,,3,0,4,6,1,2,2,3,,,1,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,1,2,6,7,7,7,3,1,3,3,3,2,1,,2,1,,,,,,,,,2,4,2,1,4,1,,,2,2,1,1,2,2,2,,,,,,,5,0,6,1,1,2,2,2,2,2,2,2,2,,,3,3,3,3,2,2,,,,,,,3,3,1,2,,,,,2,2,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,95,58,,2,1,2,50,0,2,,,,,,2,,,,1,2,," ",,,,,,,,2,2,,,,,,,1,,,19,2,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,3,2,19,3,3,45.1,54.8,44.7,,,,,,1,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,2,,3,4,,1,1,,2,0,1,1,1
59977,2016,378,29,2,1,1,1,,16,3,0,9,1987,,2,7,2,2,1,2,0,1,5,2,1,5,1,2,621,2,,1,4,1,1,3,1,1,,1,3,3,3,3,1,3,3,3,1,3,1,,1,1,5,2,1,4,2,1,,2,1,4,2,1,4,2,2,5,2,1,1,,,,1,5,,,,0,2,2,1,3,4,1,5,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,3,7,4,4,2,6,3,2,2,,,2,,,1,1,1,1,1,1,1,1,0,1,1,2,4,,2,4,,2,1,1,1,1,1,2,2,2,2,,4,2,6,6,1,1,1,4,1,2,,2,1,,,,,,,,1,,0,21,,14,0,1,5,,1,1,,,,,1,1,1,604,10,9,604,2,2,3216,1.564363363,1.509795819,1.564363363,1,1,146,57,,1,1,2,75,3,,,4,3,1,,,1,,,,,," ",1,1,2,,7,3,7,,,,,,,,,1,,4,19,2,,,,,,,,,2,,,,,,,,,,,1,5,5,5,,,,,,,,1,5,,4,5,3,41.1,79.2,15.9,,,,,,,,,,,1,1,2,2,1,1,1,1,2,2,,4,1,1,0,0,1,1,1,0,1,7,1,,,,,,1,1,1,1,1,1,1,7,11,,1,1,1,1,0,1,5,2,,1,1,1,0,,4,1,1,,,
59978,2016,379,,1,1,1,1,,13,1,0,,1997,,12,1,2,2,1,2,7,5,2,3,1,5,1,2,621,3,,2,4,,,,,,,,,,,,2,2,1,2,2,2,1,3,1,1,4,2,2,5,2,1,5,2,1,4,2,1,4,2,2,5,2,1,1,2,1,,,3,,,3,8,1,1,,1,,,7,7,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,5,4,2,1,,,,,4,3,1,1,5,2,4,1,1,3,,1,1,1,2,1,1,2,,,,,,,1,1,2,,,,,,,2,2,2,2,,4,,,6,1,1,2,,,,,,,,2,,2,3,1,3,,,,,,,,,,3,1,1,,,,,3,3,1,604,10,9,604,2,2,3216,.7821816815,.7548979094,.7821816815,1,1,86,62,,1,2,2,75,6,2,,,,,2,2,,,2,1,4,2," ",,,,2,,,,1,2,7,2,4,7,7,6,1,,4,26,2,1,1,2000,1,2,0,2,0,2,45,2,4,2,4,2,2,4,,1,,,,,0,0,0,0,10,0,2,1,,,26,,,43,55.4,39.1,3,2,2011,2,2,4,5,65,2,2,,,,,,,,,,,,4,,,,,,,,,,,,4,4,4,18,27,0,1,0,1,1,1,1,5,,4,1,1,1,1,0,0,4,,1,,,0,0,0,,,0,3,1,2
59979,2016,380,68,2,2,1,2,,18,4,0,7,1948,,12,1,2,1,1,2,3,6,5,1,1,5,1,2,621,1,1,,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,1,1,1,,1,18,,1,6,2,1,1,2,3,5,,,2,2,,,1,1,1,3,3,2,3,1,2,3,2,3,3,2,3,2,4,5,1,3,2,5,7,5,7,2,3,2,2,3,2,4,,3,3,2,,,,,,,,2,2,1,1,4,4,,,2,4,1,1,2,2,2,,,,,,,1,2,3,1,1,1,2,3,3,1,2,1,2,,,1,1,1,1,1,,0,6,,2,0,,3,3,1,2,,,,,2,2,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,185,58,,2,1,2,50,0,,,3,1,1,,,3,1,,,,," ",1,,2,,5,3,7,,,8,7,8,8,8,8,1,,,24,2,,,,2,,,,,2,,,4,2,4,1,1,5,,,2,1,1,1,,,,,,,,1,1,,15,3,3,84.5,99.1,72.2,,,,,,4,,,,,1,1,2,,1,,1,2,2,2,24,0,1,1,0,,1,,1,1,1,,1,4,5,5,21,41,,,,,,,,,14,1,,,,,,,,2,,3,6,,1,0,4,5,1,1,3,2
59980,2016,381,89,1,1,1,1,,20,4,1,7,1927,,5,5,2,1,1,1,1,6,5,1,1,5,1,2,621,1,1,,4,,,,,,,,,,,,2,1,2,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,3,1,1,,3,,,3,3,2,2,1,3,3,2,,,2,2,,,3,2,3,1,2,3,2,2,3,2,1,1,2,1,3,2,3,5,4,2,1,3,7,5,7,3,5,2,3,3,2,4,,3,1,,,,,,,,,4,2,1,3,4,3,,,2,3,1,1,2,2,2,,,,,,,1,3,3,1,1,2,2,3,3,,2,2,2,,,3,3,3,3,1,,0,3,,1,0,,,3,1,2,,,,,2,2,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,158,58,,2,1,2,50,0,2,,,,,,2,,,,3,3,," ",,,,,,,,2,3,,,,,,,1,,,20,2,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,3,3,75.5,92,74.2,,,,,,4,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,2,,3,6,,0,0,,5,0,3,2,3
59981,2016,382,76,2,1,1,1,,16,4,0,10,1940,,12,5,2,1,1,1,3,6,5,1,1,5,1,2,621,1,1,,4,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,2,,1,1,1,,3,,,3,3,1,3,1,3,1,5,,,1,1,,,1,2,3,2,2,2,1,1,1,3,1,3,2,1,3,1,5,4,1,2,3,3,4,4,6,3,3,1,3,5,2,4,,2,3,2,,,,,,,,8,1,1,1,4,1,,,1,3,,1,,,1,,,,,,,1,2,3,1,1,1,1,4,4,2,2,1,2,,,1,3,1,1,1,,0,10,,8,0,,1,3,1,2,,,,,2,2,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,167,23,,2,1,2,,0,,,1,,2,2,,4,,1,,,1," ",1,3,3,2,7,3,7,,,8,7,7,8,7,6,1,,,26,1,1,1,1975,1,1,0,1,0,2,,1,5,1,5,1,1,5,,1,1,2,3,1,,,,,,,,1,4,,21,3,2,77.4,85.7,87,,2,,2,2,4,,,2,2,1,2,8,,1,1,1,2,2,2,27,0,1,0,0,,1,1,1,1,1,,1,5,5,5,24,37,,,,,,,,,8,0,,,,,,,,,4,4,9,,0,0,3,5,1,3,2,3
59982,2016,383,64,1,1,1,1,1,12,1,2,5,1952,,1,5,1,2,3,3,3,4,0,3,2,5,1,2,621,1,1,,3,,,,,,,,,,,,2,1,2,2,,2,2,,2,1,5,2,1,5,2,1,4,2,2,5,2,1,4,2,1,5,2,2,1,3,,,2,3,,,3,8,1,1,2,1,3,1,6,9,2,,2,1,,,,,,,,,,,,,,,,,,,,,,6,2,5,7,3,2,2,3,2,,,2,,,2,1,2,1,2,1,2,2,8,3,1,3,4,1,1,1,,3,1,1,2,2,2,2,2,2,2,,4,1,2,6,1,2,2,2,3,3,2,2,2,1,,,,,,,1,,0,6,,6,0,4,2,,1,1,,,,,1,1,1,604,10,9,604,2,2,3216,.7821816815,.7548979094,.7821816815,1,1,129,57,,1,1,2,75,3,,2,3,1,1,,,1,,,,,," ",2,2,3,,10,8,100,,2,,,,,,,1,,4,10,2,,,,,,,,,2,,,,,,,,,,,1,2,2,1,,,,,,,,1,4,2,,4,3,43,55.4,39.1,,,,,,,,,,,2,2,2,,8,,1,2,2,2,,1,0,0,0,,0,,1,1,1,,1,,,,,,0,1,0,1,0,1,0,3,10,,1,1,1,0,1,1,5,2,,3,6,,0,,,5,0,,,
59983,2016,384,40,2,2,1,2,,13,1,0,,1976,,9,1,2,2,5,4,2,6,2,3,1,5,3,3,10,1,1,,3,2,1,1,1,1,1,1,1,3,3,1,1,1,2,2,1,2,1,1,2,1,5,2,1,5,2,1,4,2,1,5,2,1,4,2,1,5,2,1,1,2,1,,,1,10,,1,3,2,1,,2,,,9,6,2,,2,2,2,1,1,2,3,1,2,2,2,3,2,3,2,2,3,2,4,5,1,2,3,,,,,1,9,3,3,2,1,4,1,2,1,,1,1,1,1,1,1,1,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,4,1,1,1,,,,,,,,2,2,1,3,1,1,,,,,,,,,,3,1,2,,,,,3,3,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,93,53,,2,1,2,,0,2,,,,,2,2,,,1,1,1,2," ",,,,2,,,,2,,5,2,8,1,7,1,1,,4,20,2,1,1,2000,1,3,0,3,0,1,40,2,5,3,2,2,2,4,,1,,,,,0,10,0,0,0,0,1,1,3,,16,3,2,43,55.4,39.1,3,2,2010,2,2,4,4,40,2,2,,,,,,,,,,,26,0,,,,,,,,,,,,3,4,4,16,18,1,1,1,1,1,1,1,7,,1,1,1,1,1,1,1,6,,2,,,,1,0,4,2,1,1,3,2
59984,2016,385,27,2,2,1,2,,18,3,0,6,1989,,11,1,2,2,5,4,0,5,5,1,1,5,3,3,10,1,1,,5,3,1,1,1,1,2,1,1,1,3,2,2,1,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,2,,3,2,1,,11,70,,2,8,1,1,2,1,1,5,,,2,,,,3,1,2,3,3,2,2,2,2,3,2,3,2,2,3,2,4,5,2,3,1,1,3,2,5,3,5,2,1,4,1,4,,1,3,2,,,,,,,,8,4,2,3,1,1,,,1,2,1,2,2,2,2,,,,,,,5,3,3,1,1,1,2,3,4,1,2,1,1,,,1,3,3,1,1,,0,30,,72,0,,3,3,1,2,,,,,2,2,1,604,10,9,604,1,2,3216,1.435490267,1.385418027,1.435490267,1,1,110,53,,2,1,2,50,0,,,3,1,1,2,,1,2,1,,,2," ",1,3,2,2,5,1,4,,,8,7,5,4,7,5,1,,,26,2,1,1,1997,1,10,0,15,0,2,,1,5,2,4,3,4,2,,1,2,1,1,1,,,,,,,,1,4,,,3,2,67.7,76.9,76.8,,1,2005,1,1,4,,,1,1,1,1,1,,1,,1,1,1,1,28,2,1,1,1,,1,,1,0,0,,0,4,3,2,14,30,,,,,,,,,3,2,,,,,,,,1,8,3,7,,1,0,4,1,1,1,1,1
59985,2016,386,56,2,2,1,2,,16,3,0,8,1960,,5,1,2,2,1,6,1,6,5,3,1,5,3,3,10,1,,,3,,,,,,,,,,,,1,1,1,1,1,2,1,,1,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,5,2,2,1,,,,1,1,22,,3,5,2,1,2,2,,4,9,7,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,3,7,7,7,2,5,3,2,3,,,2,,,2,,2,1,2,1,2,,8,2,1,2,2,1,1,1,,1,1,1,2,2,2,2,2,2,2,,4,5,2,3,1,1,2,3,2,3,,2,1,2,,,,,,,1,,0,10,,30,0,1,,,1,2,,,,,1,1,1,604,10,9,604,1,2,3216,.9569935115,.9236120178,.9569935115,1,1,131,58,,2,1,2,75,0,,1,2,4,1,,,1,1,,,,," ",2,1,1,,8,3,2,,1,,,,,,,1,,4,22,2,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,3,2,14,3,3,75.5,92,74.2,,,,,,,,,,,1,2,8,,1,,8,2,1,2,,1,1,0,0,,1,,0,1,0,,1,,,,,,,,0,1,0,1,0,,14,,1,1,1,1,1,1,6,2,,2,4,,1,,,4,1,,,
